"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"","10037","0","0","0","0","0",,"",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1388","0",,"False",,,"0",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"10037",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,,"0","","True","",,,,,
"distnoted","159","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3828","0",,"False",,,"159",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"159",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"displaypolicyd","156","0","0","0","0","0","/usr/libexec/displaypolicyd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2424","0",,"False",,,"156",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"156",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (displaypolicyd)","0","","True","displaypolicyd",,,,,
"DiskManagementSubscriber","1349","0","0","0","0","0","/System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/DiskManagementSubscriber.xpc/Contents/MacOS/DiskManagementSubscriber","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3552","0",,"False",,,"1349",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1349",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (DiskManagementSubscriber)","0","","True","DiskManagementSubscriber",,,,,
"diskarbitrationd","134","0","0","0","0","0","/usr/libexec/diskarbitrationd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2360","0",,"False",,,"134",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"134",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (diskarbitrationd)","0","","True","diskarbitrationd",,,,,
"dirhelper","162","0","0","0","0","0","/usr/libexec/dirhelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3500","0",,"False",,,"162",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"162",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (dirhelper)","0","","True","dirhelper",,,,,
"sandboxd","170","0","0","0","0","0","/usr/libexec/sandboxd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3940","0",,"False",,,"170",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"170",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (sandboxd)","0","","True","sandboxd",,,,,
"diagnosticservicesd","419","0","0","0","0","0","/System/Library/CoreServices/diagnosticservicesd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3356","0",,"False",,,"419",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"419",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (diagnosticservicesd)","0","","True","diagnosticservicesd",,,,,
"ScreenSharingSubscriber","1345","0","0","0","0","0","/System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3292","0",,"False",,,"1345",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1345",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ScreenSharingSubscriber)","0","","True","ScreenSharingSubscriber",,,,,
"deviceinterfaced","646","0","0","0","0","0","/Library/Apple/System/Library/PrivateFrameworks/DeviceInterface.framework/Support/deviceinterfaced","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2772","0",,"False",,,"646",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"646",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (deviceinterfaced)","0","","True","deviceinterfaced",,,,,
"deleted_helper","1155","0","0","0","0","0","/System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1376","0",,"False",,,"1155",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1155",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (deleted_helper)","0","","True","deleted_helper",,,,,
"searchpartyd","310","0","0","0","0","0","/usr/libexec/searchpartyd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1316","0",,"False",,,"310",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"310",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (searchpartyd)","0","","True","searchpartyd",,,,,
"secd","1","0","0","0","0","0","/usr/libexec/secd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3376","0",,"False",,,"356",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (secd)","0","","True","secd",,,,,
"dasd","157","0","0","0","0","0","/usr/libexec/dasd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2400","0",,"False",,,"157",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"157",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (dasd)","0","","True","dasd",,,,,
"CVMServer","831","0","0","0","0","0","/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4064","0",,"False",,,"831",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"831",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (CVMServer)","0","","True","CVMServer",,,,,
"secinitd","243","0","0","0","0","0","/usr/libexec/secinitd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3404","0",,"False",,,"243",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"243",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (secinitd)","0","","True","secinitd",,,,,
"ctkd","580","0","0","0","0","0","/System/Library/Frameworks/CryptoTokenKit.framework/ctkd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3168","0",,"False",,,"580",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"580",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ctkd)","0","","True","ctkd",,,,,
"ctkahp","776","0","0","0","0","0","/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3664","0",,"False",,,"776",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"776",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ctkahp)","0","","True","ctkahp",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4036","0",,"False",,,"196",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2216","0",,"False",,,"218",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","900","0",,"False",,,"225",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1584","0",,"False",,,"254",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"dprivacyd","9612","0","0","0","0","0","/usr/libexec/dprivacyd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3120","0",,"False",,,"9612",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"9612",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (dprivacyd)","0","","True","dprivacyd",,,,,
"rtcreportingd","418","0","0","0","0","0","/usr/libexec/rtcreportingd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2700","0",,"False",,,"418",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"418",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (rtcreportingd)","0","","True","rtcreportingd",,,,,
"runningboardd","183","0","0","0","0","0","/usr/libexec/runningboardd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3176","0",,"False",,,"183",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"183",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (runningboardd)","0","","True","runningboardd",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3060","0",,"False",,,"9617",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2000","0",,"False",,,"8777",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1132","0",,"False",,,"1341",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3720","0",,"False",,,"1127",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4124","0",,"False",,,"1112",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"csnameddatad","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4164","0",,"False",,,"351",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (csnameddatad)","0","","True","csnameddatad",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4204","0",,"False",,,"786",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4280","0",,"False",,,"489",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4340","0",,"False",,,"387",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4380","0",,"False",,,"379",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4416","0",,"False",,,"371",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4456","0",,"False",,,"342",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4492","0",,"False",,,"341",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4532","0",,"False",,,"319",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4572","0",,"False",,,"284",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4612","0",,"False",,,"493",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"csnameddatad","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4652","0",,"False",,,"198",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (csnameddatad)","0","","True","csnameddatad",,,,,
"cryptexd","220","0","0","0","0","0","/usr/libexec/cryptexd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4688","0",,"False",,,"220",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"220",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (cryptexd)","0","","True","cryptexd",,,,,
"CrashReporterSupportHelper","1141","0","0","0","0","0","/System/Library/CoreServices/CrashReporterSupportHelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4728","0",,"False",,,"1141",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1141",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (CrashReporterSupportHelper)","0","","True","CrashReporterSupportHelper",,,,,
"containermanagerd_system","184","0","0","0","0","0","/usr/libexec/containermanagerd_system","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4768","0",,"False",,,"184",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"184",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (containermanagerd_system)","0","","True","containermanagerd_system",,,,,
"containermanagerd","1","0","0","0","0","0","/usr/libexec/containermanagerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4808","0",,"False",,,"8491",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (containermanagerd)","0","","True","containermanagerd",,,,,
"containermanagerd","1","0","0","0","0","0","/usr/libexec/containermanagerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4844","0",,"False",,,"1455",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (containermanagerd)","0","","True","containermanagerd",,,,,
"containermanagerd","1","0","0","0","0","0","/usr/libexec/containermanagerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8164","0",,"False",,,"311",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (containermanagerd)","0","","True","containermanagerd",,,,,
"containermanagerd","1","0","0","0","0","0","/usr/libexec/containermanagerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5752","0",,"False",,,"308",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (containermanagerd)","0","","True","containermanagerd",,,,,
"smd","103","0","0","0","0","0","/usr/libexec/smd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5788","0",,"False",,,"103",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"103",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (smd)","0","","True","smd",,,,,
"configd","114","0","0","0","0","0","/usr/libexec/configd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5828","0",,"False",,,"114",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"114",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (configd)","0","","True","configd",,,,,
"socketfilterfw","222","0","0","0","0","0","/usr/libexec/ApplicationFirewall/socketfilterfw","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5868","0",,"False",,,"222",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"222",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (socketfilterfw)","0","","True","socketfilterfw",,,,,
"sharedfilelistd","439","0","0","0","0","0","/System/Library/CoreServices/sharedfilelistd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5908","0",,"False",,,"439",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"439",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (sharedfilelistd)","0","","True","sharedfilelistd",,,,,
"com.sentinelone.network-monitoring","269","0","0","0","0","0","/Library/SystemExtensions/71272D0F-B66C-4C92-9A05-60F2BEED03B3/com.sentinelone.network-monitoring.systemextension/Contents/MacOS/com.sentinelone.network-monitoring","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5944","0",,"False",,,"269",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"269",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (com.sentinelone.network-monitoring)","0","","True","com.sentinelone.network-monitoring",,,,,
"com.cisco.anyconnect.macos.acsockext","268","0","0","0","0","0","/Library/SystemExtensions/4BB384FB-282B-4450-9582-F819A3C55792/com.cisco.anyconnect.macos.acsockext.systemextension/Contents/MacOS/com.cisco.anyconnect.macos.acsockext","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5984","0",,"False",,,"268",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"268",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (com.cisco.anyconnect.macos.acsockext)","0","","True","com.cisco.anyconnect.macos.acsockext",,,,,
"softwareupdated","124","0","0","0","0","0","/System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6024","0",,"False",,,"124",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"124",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (softwareupdated)","0","","True","softwareupdated",,,,,
